uniquid,protocol,deviceid,servertime,devicetime,fixtime,valid,latitude,longitude,altitude,speed,course,address,attributes,accuracy,network,geofenceids,trip
19342754,teltonika,860896050858265,"2024-10-03 16:02:21","2024-10-03 16:02:17","2024-10-03 16:02:17",1,8.7041233,-73.8092516,62,0,43,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in1":true,"in2":false,"pdop":1.1,"hdop":0.5,"power":13.012,"battery":4.023,"io68":0,"operator":732101,"ip":"190.130.95.144","distance":0.0,"totalDistance":5726970.99667267,"hours":2150220010}",0,null,null,NULL
19342753,teltonika,860896050944651,"2024-10-03 16:02:21","2024-10-03 16:02:17","2024-10-03 16:02:17",1,9.6968683,-74.78929,40,8.63931,339,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":4,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":13.55,"battery":4.042,"io68":0,"operator":732101,"ip":"191.156.145.102","distance":51.5246457409017,"totalDistance":8223137.342068322,"hours":4939526990}",0,null,null,NULL
19342752,teltonika,860896050858034,"2024-10-03 16:02:20","2024-10-03 16:02:17","2024-10-03 16:02:17",1,7.5454783,-73.8650766,92,8.63931,18,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":26.659,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.49.72","distance":54.12972355577332,"totalDistance":5789410.259341315,"hours":1666101000}",0,null,null,NULL
19342751,teltonika,1,"2024-10-03 16:02:20","2024-10-03 16:02:17","2024-10-03 16:02:03",1,8.6319883,-73.819085,53,0,197,NULL,"{"result":"{\"dpt\":1.68}","ip":"191.156.57.141","distance":0.0,"totalDistance":5816087.269570585,"motion":false,"hours":1961250010}",0,null,null,NULL
19342750,teltonika,7,"2024-10-03 16:02:18","2024-10-03 16:02:15","2024-10-03 16:02:15",1,7.9731433,-73.8561683,78,9.17927,323,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":24.124,"battery":4.0,"io68":0,"operator":732101,"ip":"191.156.147.158","distance":50.43214230467178,"totalDistance":2451544.4161379496,"hours":2035869020}",0,null,null,"{"number": "2005", "origin": "ca - 2", "destination": "ca - 3", "draft": "5", "load_type": "wet", "tonnes": "300", "bargues": "6", "description": "null"}"
19342749,teltonika,11,"2024-10-03 16:02:14","2024-10-03 16:02:11","2024-10-03 16:02:11",1,7.8734733,-73.826925,77,4.31966,157,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":25.909,"battery":4.0280000000000005,"io68":0,"operator":732101,"ip":"191.156.57.163","distance":50.90856123250248,"totalDistance":6708977.324104005,"hours":8112823000}",0,null,null,NULL
19342748,teltonika,15,"2024-10-03 16:02:14","2024-10-03 16:02:10","2024-10-03 16:02:10",1,7.1043483,-73.8995333,94,4.31966,155,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":26.01,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.189.156","distance":50.317284686788916,"totalDistance":5217024.858706414,"hours":1589417000}",0,null,null,NULL
19342747,osmand,860896051154896,"2024-10-03 16:02:13","2024-10-03 16:02:12","2024-10-03 16:02:12",1,11.0169397,-74.8281646,67.1,0,0,NULL,"{"batteryLevel":66.0,"ip":"179.33.171.232","distance":0.0,"totalDistance":1.1647303652058642E7,"motion":false}",100,null,null,NULL
19342746,teltonika,2,"2024-10-03 16:02:12","2024-10-03 16:02:07","2024-10-03 16:02:07",1,10.3120199,-75.5099633,31,3.7797,192,NULL,"{"priority":0,"sat":18,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":0.9,"hdop":0.5,"power":25.763,"battery":4.009,"io68":0,"operator":732101,"ip":"191.156.76.232","distance":51.57674466974249,"totalDistance":2988204.6381976726,"hours":2775577000}",0,null,null,NULL
19342745,teltonika,860896050858034,"2024-10-03 16:02:11","2024-10-03 16:02:05","2024-10-03 16:02:05",1,7.5450216,-73.865245,94,8.63931,20,NULL,"{"result":"{\"dpt\":0.00}","ip":"191.156.49.72","distance":0.0,"totalDistance":5789356.12961776,"motion":true,"hours":1666101000}",0,null,null,NULL
19342744,teltonika,860896050858034,"2024-10-03 16:02:10","2024-10-03 16:02:05","2024-10-03 16:02:05",1,7.5450216,-73.865245,94,8.63931,20,NULL,"{"priority":0,"sat":20,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.0,"hdop":0.5,"power":26.627,"battery":4.01,"io68":0,"operator":732101,"ip":"191.156.49.72","distance":51.06467867684267,"totalDistance":5789356.12961776,"hours":1666101000}",0,null,null,NULL
19342743,teltonika,7,"2024-10-03 16:02:08","2024-10-03 16:02:05","2024-10-03 16:02:05",1,7.972765,-73.8559166,79,9.17927,328,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":24.122,"battery":4.0,"io68":0,"operator":732101,"ip":"191.156.147.158","distance":54.078716594503824,"totalDistance":2451493.983995645,"hours":2035859020}",0,null,null,"{"number": "2005", "origin": "ca - 2", "destination": "ca - 3", "draft": "5", "load_type": "wet", "tonnes": "300", "bargues": "6", "description": "null"}"
19342742,teltonika,4,"2024-10-03 16:02:07","2024-10-03 16:02:05","2024-10-03 16:02:05",1,9.696435,-74.7891249,40,8.63931,339,NULL,"{"priority":0,"sat":19,"event":0,"ignition":true,"motion":true,"rssi":5,"io200":0,"io69":1,"in2":false,"pdop":1.1,"hdop":0.5,"power":13.545,"battery":4.042,"io68":0,"operator":732101,"ip":"191.156.145.102","distance":52.39347969970703,"totalDistance":8223085.817422581,"hours":4939514990}",0,null,null,NULL
